,Date,VIX_change_type,"('polarity', 'mean')","('polarity', 'max')","('polarity', 'min')","('word_mentions', 'sum')","('dot', 'sum')","('DT', 'count')",dow_d_min_1,dow_d_min_2,dow_d_min_3,dow_d_min_4,dow_d_min_5
3273,2016-12-30,0,0.10416666699999999,0.10416666699999999,0.10416666699999999,0.0,0.0,1.0,89.5,153.79882799999902,40.43945299999905,35.089843999998266,51.640625
3274,2017-01-03,0,0.10223484840000001,0.568181818,-0.2,2.0,2.0,10.0,133.88085900000078,89.5,153.79882799999902,40.43945299999905,35.089843999998266
3275,2017-01-04,-1,-0.2073674242,0.257575758,-1.0,1.0,2.0,10.0,162.59960900000078,133.88085900000078,89.5,153.79882799999902,40.43945299999905
3276,2017-01-05,0,-0.059267676666666665,0.085227273,-0.26666666699999997,1.0,4.0,6.0,77.31054700000095,162.59960900000078,133.88085900000078,89.5,153.79882799999902
3277,2017-01-06,0,0.14892857142857144,0.6,-0.4375,0.0,1.0,7.0,137.48046800000157,77.31054700000095,162.59960900000078,133.88085900000078,89.5
3278,2017-01-09,0,0.12711466163157895,0.81875,-0.65,1.0,6.0,19.0,165.5507810000017,137.48046800000157,77.31054700000095,162.59960900000078,133.88085900000078
3279,2017-01-10,0,-0.0920833335,-0.066666667,-0.1175,0.0,1.0,2.0,56.39843800000017,165.5507810000017,137.48046800000157,77.31054700000095,162.59960900000078
3280,2017-01-11,0,-0.15458333349999998,-0.1425,-0.166666667,0.0,0.0,2.0,121.08984399999828,56.39843800000017,165.5507810000017,137.48046800000157,77.31054700000095
3281,2017-01-12,0,-0.02869047628571429,0.625,-0.591666667,0.0,0.0,7.0,140.25976599999922,121.08984399999828,56.39843800000017,165.5507810000017,137.48046800000157
3282,2017-01-13,0,0.10142857142857141,0.65,-0.3666666670000001,0.0,3.0,7.0,158.81836000000112,140.25976599999922,121.08984399999828,56.39843800000017,165.5507810000017
3283,2017-01-17,0,0.259979901,1.0,-0.4875,2.0,1.0,7.0,102.64843800000016,158.81836000000112,140.25976599999922,121.08984399999828,56.39843800000017
3284,2017-01-18,0,0.12899305549999998,0.5,-0.394791667,1.0,3.0,6.0,107.640625,102.64843800000016,158.81836000000112,140.25976599999922,121.08984399999828
3285,2017-01-19,0,0.358,0.65,0.0,1.0,1.0,5.0,89.19921899999827,107.640625,102.64843800000016,158.81836000000112,140.25976599999922
3286,2017-01-20,0,-0.0625,-0.0625,-0.0625,0.0,0.0,1.0,146.20117200000098,89.19921899999827,107.640625,102.64843800000016,158.81836000000112
3287,2017-01-23,0,0.15634259255555558,0.63,-0.7,1.0,1.0,9.0,84.79882799999905,146.20117200000098,89.19921899999827,107.640625,102.64843800000016
3288,2017-01-24,0,0.234280303,0.335227273,0.133333333,3.0,0.0,2.0,101.62109399999828,84.79882799999905,146.20117200000098,89.19921899999827,107.640625
3289,2017-01-25,-1,-0.15357142849999997,0.11458333300000001,-1.0,0.0,1.0,6.0,162.52929600000058,101.62109399999828,84.79882799999905,146.20117200000098,89.19921899999827
3290,2017-01-26,0,-0.09375,0.5,-0.6875,0.0,0.0,2.0,87.51953100000173,162.52929600000058,101.62109399999828,84.79882799999905,146.20117200000098
3291,2017-01-27,0,-0.07828125,0.0,-0.169375,3.0,1.0,4.0,58.0507809999981,87.51953100000173,162.52929600000058,101.62109399999828,84.79882799999905
3292,2017-01-30,0,-0.044930173999999996,0.5,-0.625,0.0,5.0,13.0,43.33007799999905,58.0507809999981,87.51953100000173,162.52929600000058,101.62109399999828
3293,2017-01-31,1,-0.23569602280000002,0.13636363599999998,-0.7875,0.0,0.0,5.0,158.22851599999922,43.33007799999905,58.0507809999981,87.51953100000173,162.52929600000058
3294,2017-02-01,0,0.6125,0.8,0.425,0.0,0.0,2.0,133.40039099999922,158.22851599999922,43.33007799999905,58.0507809999981,87.51953100000173
3295,2017-02-02,0,-0.113409091,0.3,-0.7875,0.0,0.0,5.0,121.74023499999748,133.40039099999922,158.22851599999922,43.33007799999905,58.0507809999981
3296,2017-02-03,0,-0.3182291666,0.75,-1.0,1.0,1.0,5.0,91.66015600000172,121.74023499999748,133.40039099999922,158.22851599999922,43.33007799999905
3297,2017-02-06,0,0.05593993769565218,1.0,-0.7,3.0,0.0,23.0,117.2695309999981,91.66015600000172,121.74023499999748,133.40039099999922,158.22851599999922
3298,2017-02-07,0,-0.3315,0.255,-0.75,0.0,0.0,5.0,92.13867199999731,117.2695309999981,91.66015600000172,121.74023499999748,133.40039099999922
3299,2017-02-08,0,-0.24166666666666667,0.175,-0.7,0.0,1.0,3.0,86.66992100000061,92.13867199999731,117.2695309999981,91.66015600000172,121.74023499999748
3300,2017-02-09,0,0.07486772466666668,0.14265873,-0.005555556,0.0,1.0,3.0,52.9492190000019,86.66992100000061,92.13867199999731,117.2695309999981,91.66015600000172
3301,2017-02-10,0,0.16287698420000002,0.375,0.0,0.0,1.0,5.0,144.6289060000017,52.9492190000019,86.66992100000061,92.13867199999731,117.2695309999981
3302,2017-02-13,0,0.05196782885714286,0.558333333,-0.5625,2.0,2.0,14.0,93.45117200000095,144.6289060000017,52.9492190000019,86.66992100000061,92.13867199999731
3303,2017-02-14,0,0.066666667,0.066666667,0.066666667,0.0,0.0,1.0,118.53125,93.45117200000095,144.6289060000017,52.9492190000019,86.66992100000061
3304,2017-02-15,0,-0.2375,0.0,-0.5,0.0,1.0,4.0,130.390625,118.53125,93.45117200000095,144.6289060000017,52.9492190000019
3305,2017-02-16,1,0.035,0.19,-0.15,0.0,0.0,4.0,124.41992199999731,130.390625,118.53125,93.45117200000095,144.6289060000017
3306,2017-02-17,0,-0.041348484799999995,0.449090909,-0.6625,2.0,0.0,5.0,83.03906300000017,124.41992199999731,130.390625,118.53125,93.45117200000095
3307,2017-02-21,0,0.4458333333333333,0.9,-0.375,0.0,0.0,3.0,91.44140600000172,83.03906300000017,124.41992199999731,130.390625,118.53125
3308,2017-02-22,0,0.55,0.55,0.55,0.0,0.0,1.0,94.27148400000078,91.44140600000172,83.03906300000017,124.41992199999731,130.390625
3309,2017-02-23,0,0.41,0.41,0.41,1.0,1.0,1.0,89.19921899999827,94.27148400000078,91.44140600000172,83.03906300000017,124.41992199999731
3310,2017-02-24,0,-0.05,0.0,-0.1,0.0,0.0,2.0,94.2890629999965,89.19921899999827,94.27148400000078,91.44140600000172,83.03906300000017
3311,2017-02-27,0,0.012866512416666675,0.775,-1.0,1.0,1.0,12.0,87.81054700000095,94.2890629999965,89.19921899999827,94.27148400000078,91.44140600000172
3312,2017-02-28,0,0.5,0.5,0.5,0.0,0.0,1.0,76.57031199999983,87.81054700000095,94.2890629999965,89.19921899999827,94.27148400000078
3313,2017-03-01,0,0.0,0.0,0.0,0.0,0.0,0.0,60.02929600000061,76.57031199999983,87.81054700000095,94.2890629999965,89.19921899999827
3314,2017-03-02,0,0.1,0.2,0.0,3.0,0.0,2.0,211.82031199999986,60.02929600000061,76.57031199999983,87.81054700000095,94.2890629999965
3315,2017-03-03,0,0.0499747475,0.5,-0.325,0.0,4.0,6.0,132.5898439999983,211.82031199999986,60.02929600000061,76.57031199999983,87.81054700000095
3316,2017-03-06,0,-0.10386069700000002,0.5,-1.0,0.0,1.0,9.0,86.10156300000017,132.5898439999983,211.82031199999986,60.02929600000061,76.57031199999983
3317,2017-03-07,0,-0.09038920460000001,0.625,-1.0,2.0,0.0,5.0,74.32031300000017,86.10156300000017,132.5898439999983,211.82031199999986,60.02929600000061
3318,2017-03-08,0,0.0729377105,0.311111111,-0.019360269,1.0,0.0,4.0,69.27929700000095,74.32031300000017,86.10156300000017,132.5898439999983,211.82031199999986
3319,2017-03-09,0,0.0,0.0,0.0,0.0,0.0,0.0,115.859375,69.27929700000095,74.32031300000017,86.10156300000017,132.5898439999983
3320,2017-03-10,0,0.0,0.0,0.0,0.0,0.0,0.0,123.41015699999843,115.859375,69.27929700000095,74.32031300000017,86.10156300000017
3321,2017-03-13,0,0.0,0.0,0.0,0.0,0.0,0.0,112.62890699999843,123.41015699999843,115.859375,69.27929700000095,74.32031300000017
3322,2017-03-14,0,0.0,0.0,0.0,0.0,0.0,0.0,80.34960900000078,112.62890699999843,123.41015699999843,115.859375,69.27929700000095
3323,2017-03-15,0,0.0,0.0,0.0,0.0,0.0,0.0,87.68945299999905,80.34960900000078,112.62890699999843,123.41015699999843,115.859375
3324,2017-03-16,0,0.0,0.0,0.0,0.0,0.0,0.0,117.87109399999828,87.68945299999905,80.34960900000078,112.62890699999843,123.41015699999843
3325,2017-03-17,0,0.0,0.0,0.0,0.0,0.0,0.0,106.609375,117.87109399999828,87.68945299999905,80.34960900000078,112.62890699999843
3326,2017-03-20,0,0.0,0.0,0.0,0.0,0.0,0.0,69.43945299999905,106.609375,117.87109399999828,87.68945299999905,80.34960900000078
3327,2017-03-21,0,0.0,0.0,0.0,0.0,0.0,0.0,69.75,69.43945299999905,106.609375,117.87109399999828,87.68945299999905
3328,2017-03-22,1,0.0,0.0,0.0,0.0,0.0,0.0,316.77929700000095,69.75,69.43945299999905,106.609375,117.87109399999828
3329,2017-03-23,0,0.316666667,0.316666667,0.316666667,0.0,0.0,1.0,107.2617190000019,316.77929700000095,69.75,69.43945299999905,106.609375
3330,2017-03-24,0,0.25,0.25,0.25,0.0,0.0,1.0,139.27148400000078,107.2617190000019,316.77929700000095,69.75,69.43945299999905
3331,2017-03-27,1,0.47465277775000003,1.0,0.0,1.0,0.0,4.0,188.6601559999981,139.27148400000078,107.2617190000019,316.77929700000095,69.75
3332,2017-03-28,-1,0.203125,0.5125,0.0,0.0,1.0,4.0,165.66015699999843,188.6601559999981,139.27148400000078,107.2617190000019,316.77929700000095
3333,2017-03-29,0,-0.17507440475,0.020833333,-0.5,1.0,0.0,4.0,215.5097659999992,165.66015699999843,188.6601559999981,139.27148400000078,107.2617190000019
3334,2017-03-30,0,0.10763888883333335,0.4,-0.21666666699999998,3.0,2.0,6.0,59.701171999997314,215.5097659999992,165.66015699999843,188.6601559999981,139.27148400000078
3335,2017-03-31,0,-0.016666667,-0.016666667,-0.016666667,0.0,0.0,1.0,110.17968800000016,59.701171999997314,215.5097659999992,165.66015699999843,188.6601559999981
3336,2017-04-03,1,0.008615384538461536,0.38333333299999994,-0.5,0.0,2.0,13.0,61.9101559999981,110.17968800000016,59.701171999997314,215.5097659999992,165.66015699999843
3337,2017-04-04,0,0.3,0.3,0.3,0.0,0.0,1.0,174.5195309999981,61.9101559999981,110.17968800000016,59.701171999997314,215.5097659999992
3338,2017-04-05,0,0.0,0.0,0.0,0.0,0.0,0.0,95.98828199999843,174.5195309999981,61.9101559999981,110.17968800000016,59.701171999997314
3339,2017-04-06,1,0.0,0.0,0.0,0.0,0.0,0.0,247.9492189999983,95.98828199999843,174.5195309999981,61.9101559999981,110.17968800000016
3340,2017-04-07,0,0.0,0.0,0.0,0.0,0.0,0.0,134.29101599999922,247.9492189999983,95.98828199999843,174.5195309999981,61.9101559999981
3341,2017-04-10,0,0.30307539685714285,0.6,0.0,2.0,4.0,7.0,119.1210940000019,134.29101599999922,247.9492189999983,95.98828199999843,174.5195309999981
3342,2017-04-11,1,0.4,0.4,0.4,1.0,0.0,1.0,135.47070299999905,119.1210940000019,134.29101599999922,247.9492189999983,95.98828199999843
3343,2017-04-12,0,0.38069444449999995,0.9,0.0,5.0,0.0,6.0,147.46875,135.47070299999905,119.1210940000019,134.29101599999922,247.9492189999983
3344,2017-04-13,0,0.208531746,0.291666667,0.058333333,2.0,0.0,4.0,89.50976599999922,147.46875,135.47070299999905,119.1210940000019,134.29101599999922
3345,2017-04-17,0,-0.21245039671428573,0.23125,-0.833333333,1.0,0.0,7.0,159.0195310000017,89.50976599999922,147.46875,135.47070299999905,119.1210940000019
3346,2017-04-18,-1,-0.03726851866666666,0.25,-0.33125,0.0,0.0,3.0,159.6601560000017,159.0195310000017,89.50976599999922,147.46875,135.47070299999905
3347,2017-04-19,0,0.06771780275,0.18333333300000001,-0.2475,1.0,0.0,4.0,137.8398439999983,159.6601560000017,159.0195310000017,89.50976599999922,147.46875
3348,2017-04-20,0,0.166666667,0.166666667,0.166666667,1.0,0.0,1.0,167.1386719999973,137.8398439999983,159.6601560000017,159.0195310000017,89.50976599999922
3349,2017-04-21,0,0.0882828285,0.297777778,-0.12121212099999999,1.0,0.0,2.0,223.0996090000008,167.1386719999973,137.8398439999983,159.6601560000017,159.0195310000017
3350,2017-04-24,-1,0.07303579917647059,0.5725,-0.91,1.0,2.0,17.0,96.07031300000016,223.0996090000008,167.1386719999973,137.8398439999983,159.6601560000017
3351,2017-04-25,0,-0.46875,-0.46875,-0.46875,1.0,0.0,1.0,68.609375,96.07031300000016,223.0996090000008,167.1386719999973,137.8398439999983
3352,2017-04-26,0,-0.18645833325,0.25,-0.6625,0.0,1.0,4.0,117.58984399999828,68.609375,96.07031300000016,223.0996090000008,167.1386719999973
3353,2017-04-27,0,-0.17650000000000002,0.35,-0.6,2.0,2.0,5.0,98.63085999999748,117.58984399999828,68.609375,96.07031300000016,223.0996090000008
3354,2017-04-28,0,-0.03721560842857142,0.37291666700000003,-0.577777778,1.0,0.0,7.0,70.0,98.63085999999748,117.58984399999828,68.609375,96.07031300000016
3355,2017-05-01,0,0.21402777783333338,0.48,-0.2,0.0,2.0,6.0,61.00976599999922,70.0,98.63085999999748,117.58984399999828,68.609375
3356,2017-05-02,0,-0.059895833333333336,0.4453125,-0.625,0.0,1.0,3.0,78.23828199999843,61.00976599999922,70.0,98.63085999999748,117.58984399999828
3357,2017-05-03,0,0.315625,0.375,0.25625,0.0,2.0,2.0,56.859375,78.23828199999843,61.00976599999922,70.0,98.63085999999748
3358,2017-05-04,0,-0.1708333333333333,0.3625,-0.625,0.0,0.0,3.0,98.56054600000058,56.859375,78.23828199999843,61.00976599999922,70.0
3359,2017-05-05,0,-0.07817460328571428,0.35,-0.4375,0.0,2.0,7.0,142.8398440000019,98.56054600000058,56.859375,78.23828199999843,61.00976599999922
3360,2017-05-08,0,0.063806217,0.571875,-0.5,0.0,0.0,7.0,101.93945299999905,142.8398440000019,98.56054600000058,56.859375,78.23828199999843
3361,2017-05-09,0,-0.075,0.6,-0.5,0.0,0.0,6.0,46.83984399999825,101.93945299999905,142.8398440000019,98.56054600000058,56.859375
3362,2017-05-10,0,0.09861111114285714,0.8,-0.8125,1.0,2.0,7.0,108.81054600000058,46.83984399999825,101.93945299999905,142.8398440000019,98.56054600000058
3363,2017-05-11,0,0.0,0.0,0.0,0.0,1.0,1.0,92.12890600000172,108.81054600000058,46.83984399999825,101.93945299999905,142.8398440000019
3364,2017-05-12,0,0.2125,0.625,-0.05,1.0,0.0,3.0,134.45898400000078,92.12890600000172,108.81054600000058,46.83984399999825,101.93945299999905
3365,2017-05-15,0,-0.0748888888,0.27555555600000003,-0.625,0.0,1.0,5.0,46.359375,134.45898400000078,92.12890600000172,108.81054600000058,46.83984399999825
3366,2017-05-16,0,0.3206349206666667,0.8,0.0,0.0,3.0,3.0,77.19921899999827,46.359375,134.45898400000078,92.12890600000172,108.81054600000058
3367,2017-05-17,1,0.0,0.0,0.0,0.0,0.0,0.0,100.64843800000016,77.19921899999827,46.359375,134.45898400000078,92.12890600000172
3368,2017-05-18,1,-0.36160714299999996,-0.36160714299999996,-0.36160714299999996,0.0,0.0,1.0,245.0898440000019,100.64843800000016,77.19921899999827,46.359375,134.45898400000078
3369,2017-05-19,0,0.01652777800000001,0.30952381,-0.36160714299999996,0.0,0.0,3.0,205.75,245.0898440000019,100.64843800000016,77.19921899999827,46.359375
3370,2017-05-22,-1,0.0,0.0,0.0,0.0,0.0,0.0,169.1914060000017,205.75,245.0898440000019,100.64843800000016,77.19921899999827
3371,2017-05-23,-1,0.0,0.0,0.0,0.0,0.0,0.0,54.099609999997476,169.1914060000017,205.75,245.0898440000019,100.64843800000016
3372,2017-05-24,0,0.40275974049999996,0.6,0.205519481,0.0,0.0,2.0,64.91992200000095,54.099609999997476,169.1914060000017,205.75,245.0898440000019
3373,2017-05-25,0,0.0,0.0,0.0,0.0,0.0,0.0,89.24023500000112,64.91992200000095,54.099609999997476,169.1914060000017,205.75
3374,2017-05-26,0,0.51875,0.7375,0.3,1.0,0.0,2.0,60.910156999998435,89.24023500000112,64.91992200000095,54.099609999997476,169.1914060000017
3375,2017-05-30,0,0.04583333333333334,0.4,-0.2625,0.0,0.0,3.0,42.33007899999939,60.910156999998435,89.24023500000112,64.91992200000095,54.099609999997476
3376,2017-05-31,0,0.11656210071428572,0.425,-0.271130952,1.0,0.0,7.0,54.019531999998435,42.33007899999939,60.910156999998435,89.24023500000112,64.91992200000095
3377,2017-06-01,0,-0.00666666680000001,0.533333333,-0.5,0.0,2.0,5.0,109.1289059999981,54.019531999998435,42.33007899999939,60.910156999998435,89.24023500000112
3378,2017-06-02,0,1.0,1.0,1.0,0.0,0.0,1.0,149.95898500000112,109.1289059999981,54.019531999998435,42.33007899999939,60.910156999998435
3379,2017-06-05,0,0.006198034714285717,0.35714285700000004,-0.275,0.0,0.0,7.0,95.47851599999922,149.95898500000112,109.1289059999981,54.019531999998435,42.33007899999939
3380,2017-06-06,0,-0.06133432542857143,0.047222222,-0.30364583300000003,0.0,0.0,7.0,55.720703000002686,95.47851599999922,149.95898500000112,109.1289059999981,54.019531999998435
3381,2017-06-07,0,0.008581349250000002,0.204166667,-0.19166666699999999,0.0,1.0,4.0,62.009764999998886,55.720703000002686,95.47851599999922,149.95898500000112,109.1289059999981
3382,2017-06-08,0,0.44318181799999995,0.44318181799999995,0.44318181799999995,0.0,0.0,1.0,76.52929699999731,62.009764999998886,55.720703000002686,95.47851599999922,149.95898500000112
3383,2017-06-09,0,0.1679166665,0.270833333,0.065,0.0,1.0,2.0,127.52929699999731,76.52929699999731,62.009764999998886,55.720703000002686,95.47851599999922
3384,2017-06-12,1,0.35911616157142856,0.7125,0.0,4.0,2.0,7.0,145.90039000000255,127.52929699999731,76.52929699999731,62.009764999998886,55.720703000002686
3385,2017-06-13,0,0.2,0.4,0.0,1.0,0.0,2.0,90.92968699999984,145.90039000000255,127.52929699999731,76.52929699999731,62.009764999998886
3386,2017-06-14,0,0.06250000000000001,0.9,-0.605,0.0,1.0,6.0,75.93945300000269,90.92968699999984,145.90039000000255,127.52929699999731,76.52929699999731
3387,2017-06-15,0,0.136111111,0.136111111,0.136111111,0.0,0.0,1.0,97.88085900000078,75.93945300000269,90.92968699999984,145.90039000000255,127.52929699999731
3388,2017-06-16,0,0.1125873016,0.6,-0.022777778,0.0,0.0,5.0,105.41015600000172,97.88085900000078,75.93945300000269,90.92968699999984,145.90039000000255
3389,2017-06-19,0,0.281946442,0.5,-0.0625,2.0,2.0,9.0,76.41015600000173,105.41015600000172,97.88085900000078,75.93945300000269,90.92968699999984
3390,2017-06-20,0,0.08534090899999999,0.289583333,-0.05,0.0,1.0,5.0,92.91015600000172,76.41015600000173,105.41015600000172,97.88085900000078,75.93945300000269
3391,2017-06-21,0,0.4129166666,0.59375,0.189285714,2.0,0.0,5.0,70.78906300000017,92.91015600000172,76.41015600000173,105.41015600000172,97.88085900000078
3392,2017-06-22,0,0.019231859285714286,0.625,-0.39285714299999996,1.0,2.0,7.0,102.61914099999922,70.78906300000017,92.91015600000172,76.41015600000173,105.41015600000172
3393,2017-06-23,0,0.13720238099999998,0.5,-0.25,0.0,2.0,4.0,61.6601559999981,102.61914099999922,70.78906300000017,92.91015600000172,76.41015600000173
3394,2017-06-26,0,0.11055555560000001,0.75,-0.6125,0.0,0.0,10.0,87.89843800000017,61.6601559999981,102.61914099999922,70.78906300000017,92.91015600000172
3395,2017-06-27,0,0.05841827875000001,0.452380952,-0.491145833,0.0,2.0,8.0,124.96093800000016,87.89843800000017,61.6601559999981,102.61914099999922,70.78906300000017
3396,2017-06-28,1,-0.575,-0.575,-0.575,0.0,0.0,1.0,129.93945299999905,124.96093800000016,87.89843800000017,61.6601559999981,102.61914099999922
3397,2017-06-29,-1,0.145530303,0.7,-0.475,0.0,0.0,3.0,106.390625,129.93945299999905,124.96093800000016,87.89843800000017,61.6601559999981
3398,2017-06-30,1,0.108125,0.7,-0.425,1.0,1.0,4.0,290.30078100000173,106.390625,129.93945299999905,124.96093800000016,87.89843800000017
3399,2017-07-03,0,0.022461332062500002,0.625,-1.0,5.0,2.0,16.0,101.03906300000016,290.30078100000173,106.390625,129.93945299999905,124.96093800000016
3400,2017-07-05,0,-0.11249999999999999,0.3,-1.0,3.0,0.0,4.0,171.03906199999986,101.03906300000016,290.30078100000173,106.390625,129.93945299999905
3401,2017-07-06,0,0.1,0.1,0.1,0.0,0.0,1.0,100.59960900000078,171.03906199999986,101.03906300000016,290.30078100000173,106.390625
3402,2017-07-07,1,0.3925,0.9,0.0,0.0,0.0,5.0,127.71875,100.59960900000078,171.03906199999986,101.03906300000016,290.30078100000173
3403,2017-07-10,-1,0.13468750000000002,0.6875,-0.390625,3.0,3.0,10.0,75.09961000000112,127.71875,100.59960900000078,171.03906199999986,101.03906300000016
3404,2017-07-11,0,-0.1363257576,0.412121212,-0.625,0.0,0.0,5.0,75.28125,75.09961000000112,127.71875,100.59960900000078,171.03906199999986
3405,2017-07-12,0,-0.054375,0.225,-0.36458333299999995,1.0,0.0,6.0,162.31835999999745,75.28125,75.09961000000112,127.71875,100.59960900000078
3406,2017-07-13,0,-0.07239583333333333,0.2828125,-0.5,0.0,0.0,3.0,112.859375,162.31835999999745,75.28125,75.09961000000112,127.71875
3407,2017-07-14,0,0.026421356400000005,0.331349206,-0.45833333299999995,0.0,0.0,5.0,56.36132799999905,112.859375,162.31835999999745,75.28125,75.09961000000112
3408,2017-07-17,0,0.21220279723076926,0.625,-0.5,10.0,0.0,13.0,159.8085940000019,56.36132799999905,112.859375,162.31835999999745,75.28125
3409,2017-07-18,0,0.06633838400000001,0.297348485,-0.133333333,0.0,0.0,3.0,44.15039099999922,159.8085940000019,56.36132799999905,112.859375,162.31835999999745
3410,2017-07-19,0,-0.0528935186,0.25,-0.597619048,0.0,0.0,5.0,118.79882799999905,44.15039099999922,159.8085940000019,56.36132799999905,112.859375
3411,2017-07-20,0,0.6625,0.6625,0.6625,0.0,0.0,1.0,74.91015600000173,118.79882799999905,44.15039099999922,159.8085940000019,56.36132799999905
3412,2017-07-21,0,0.0,0.0,0.0,0.0,0.0,0.0,84.94921800000157,74.91015600000173,118.79882799999905,44.15039099999922,159.8085940000019
3413,2017-07-24,0,0.05071248194444446,0.5,-0.29791666699999997,2.0,1.0,18.0,88.83007799999905,84.94921800000157,74.91015600000173,118.79882799999905,44.15039099999922
3414,2017-07-25,0,-0.026609848454545452,0.825,-0.5125,2.0,1.0,11.0,81.64843800000017,88.83007799999905,84.94921800000157,74.91015600000173,118.79882799999905
